date,actual_return,var_estimate,violation
2019-11-11,-0.0015376188409452999,-0.004136452606512974,0
2019-11-12,0.001256355269131233,-0.0040391170266228195,0
2019-11-13,-0.0015712118608467332,-0.004161274061144642,0
2019-11-14,0.0034087595957319663,-0.004020807871580957,0
2019-11-15,0.004661664838066,-0.004011111538224196,0
2019-11-18,-0.0004498683937585479,-0.00400925537383836,0
2019-11-19,0.0001628446645294998,-0.004033609253326907,0
2019-11-20,-0.0027359481365888992,-0.004023722525507204,0
2019-11-21,-0.0042273680012505,-0.003959869678434168,1
2019-11-22,0.0011458760552529171,-0.004023945790681468,0
2019-11-25,0.002279231755707567,-0.00391671223082976,0
2019-11-26,0.0006597528903762666,-0.004121977892664202,0
2019-11-27,0.0017398381098572332,-0.0040715482586072506,0
2019-11-28,-0.0008108458912647002,-0.004023268068790235,0
2019-11-29,-0.004529225025543534,-0.004004346056353501,1
2019-12-02,-0.0006310650831457666,-0.00384805056331864,0
2019-12-03,-0.0033641923727531996,-0.004017402833693462,0
2019-12-04,-1.9357807979899964e-05,-0.003985404700195687,0
2019-12-05,-0.0005157677220768159,-0.00397975199163666,0
2019-12-06,0.0030150897410303333,-0.004082306167167893,0
2019-12-09,0.002042264252357433,-0.004031736646566874,0
2019-12-10,0.0026078443020555665,-0.0040394228963621884,0
2019-12-11,0.001243619919116606,-0.004018452342690614,0
2019-12-12,0.006068331740160077,-0.003907925659155702,0
2019-12-13,0.004284903741260333,-0.004003622787087433,0
2019-12-16,0.0008799420073208333,-0.004013050535213693,0
2019-12-17,0.0050407053243297,-0.003980273812952011,0
2019-12-18,9.209656278276618e-05,-0.004005637567966729,0
2019-12-19,-0.0010161061700047667,-0.0040160417673648936,0
2019-12-20,-2.5472376115499947e-05,-0.004093745657868822,0
2019-12-23,0.0007563459370303333,-0.003913834682032964,0
2019-12-24,-0.001504649533938,-0.003936282050988096,0
2019-12-26,0.0011475564836748763,-0.003967834703422453,0
2019-12-27,0.004185813085245867,-0.0038084374817972484,0
2019-12-30,-0.0011108134496296666,-0.003976490185868926,0
2020-01-02,-0.0025525886851418,-0.0039301203878394,0
2020-01-03,0.0025844194540980666,-0.003926134023644164,0
2020-01-06,-0.0015795384507787669,-0.0038734012351005357,0
2020-01-07,0.0007793796320341002,-0.003910362264317312,0
2020-01-08,-0.003164617187301067,-0.003931148191174331,0
2020-01-09,0.0035814198393167335,-0.003958438666952701,0
2020-01-10,0.0014032135393974333,-0.0038939789928644757,0
2020-01-13,0.003289628694631433,-0.0038150653388453917,0
2020-01-14,0.0026301004612790664,-0.0038052274502908406,0
2020-01-15,-0.0013885236069391,-0.00388106988725582,0
2020-01-16,0.0030281735142573332,-0.003877087650626764,0
2020-01-17,-0.0001885957513291333,-0.00385789293833256,0
2020-01-20,0.001987873741698033,-0.003866643485335553,0
2020-01-21,-0.0012337550104234997,-0.0038581378932721045,0
2020-01-22,0.0034293854799401,-0.0038053803686120095,0
2020-01-23,-0.003970316813255533,-0.0036829283728027425,1
2020-01-28,-0.006032741188833999,-0.0038200251224487503,1
2020-01-29,0.001243095518013623,-0.0038545542725806326,0
2020-01-30,-0.004797208542546633,-0.003833582539611382,1
2020-01-31,-0.0037379893520117667,-0.004001827194896148,0
2020-02-03,0.0009547777392104999,-0.004067089887998164,0
2020-02-04,0.0032328455253934,-0.003961381123347377,0
2020-02-05,0.0018991304799685672,-0.004045883378106074,0
2020-02-06,0.009214370411131665,-0.0039492173187830135,0
2020-02-07,-0.001542121488574,-0.004013325884717364,0
2020-02-10,-0.0018902417470387403,-0.003987586861980857,0
2020-02-11,0.003159996410695529,-0.003966688179150899,0
2020-02-12,0.002526781275886452,-0.004028597598552959,0
2020-02-13,-0.00036733693210563335,-0.004044023179690222,0
2020-02-14,0.0005313738273494999,-0.004121671066533644,0
2020-02-17,0.00034137944537300003,-0.003973020952113402,0
2020-02-18,-0.0032704303076434337,-0.004041792155586193,0
2020-02-19,0.0008317801660477332,-0.004113153460457286,0
2020-02-20,9.617869274606669e-05,-0.004039543850611849,0
2020-02-21,-0.0027027229440265994,-0.004036528860138443,0
2020-02-24,-0.011409784625477667,-0.0041792225608536715,1
2020-02-25,0.003569593929998467,-0.004256043994646691,0
2020-02-26,-0.004315811669519733,-0.004229068811301516,1
2020-02-27,-0.004831690541672833,-0.004354281733813334,1
2020-02-28,-0.007751190169660498,-0.004362460909175121,1
2020-03-02,0.002277713415589333,-0.004535604747142246,0
2020-03-03,0.0021047987637321662,-0.004494412851608392,0
2020-03-04,0.009749397786014033,-0.004498991661851657,0
2020-03-05,0.0023061698336586333,-0.0045299196099311875,0
2020-03-06,-0.008542770928813533,-0.004534425878736805,1
2020-03-09,-0.010837187275448067,-0.004496780577233276,1
2020-03-10,0.0008742742441641333,-0.004737183889322869,0
2020-03-11,-0.011307807327402499,-0.004672614409807943,1
2020-03-12,-0.012650123853844366,-0.004836774885849113,1
2020-03-13,-0.014640471812019567,-0.005148351556310673,1
2020-03-16,-0.010371831959068033,-0.005405789748773899,1
2020-03-17,-0.005186933977445867,-0.005480752325013127,0
2020-03-18,-0.020604519959317363,-0.0056100063226889475,1
2020-03-19,-0.03234846764214497,-0.006058191366091863,1
2020-03-20,0.02749210045378103,-0.007094937321498607,0
2020-03-23,-0.024347381965809232,-0.007444532094605376,1
2020-03-24,0.0302524106347516,-0.007985331272374024,0
2020-03-25,0.01969691707742725,-0.008651391718025966,0
2020-03-26,-0.0009183601825469335,-0.008600776694142572,0
2020-03-27,0.008138383738357466,-0.0088118208972717,0
2020-03-30,-0.0032547122583310665,-0.008736790003981127,0
2020-03-31,0.005658899361803167,-0.008866095871999137,0
2020-04-01,-0.015582658047862432,-0.008720158609308026,1
2020-04-02,0.010912144377876166,-0.008927385657530484,0
2020-04-03,-0.0019821807993872665,-0.009099068055103483,0
2020-04-06,0.013689486005943934,-0.008882107038810797,0
2020-04-07,0.004275032624878633,-0.009124728836444275,0
2020-04-08,-0.0029768609887149996,-0.009163068890593078,0
2020-04-09,0.008187127325553567,-0.009001600605713233,0
2020-04-10,0.0030772431302180333,-0.009075416591495014,0
2020-04-13,-0.006475912966210934,-0.009039262995031001,0
2020-04-14,0.005664802446319495,-0.009085617626718183,0
2020-04-16,0.0015725027867957,-0.009059008456284939,0
2020-04-17,0.009147328574486031,-0.00925002863785387,0
2020-04-20,-0.0037696222018324664,-0.009087921536593218,0
2020-04-21,-0.0044261814428631,-0.009280014591164036,0
2020-04-22,0.00037334626036259974,-0.009296556166820657,0
2020-04-23,0.0032418403973909996,-0.009217347177442213,0
2020-04-24,-0.0052363862889790325,-0.009311028565104008,0
2020-04-27,0.0061294573367138006,-0.009029076970564704,0
2020-04-28,0.0024741706334661666,-0.009065051485840964,0
2020-04-29,0.0036606401808254,-0.009388575515955979,0
2020-05-04,-0.009803317975999766,-0.009296355041076133,1
2020-05-06,0.0064314974249076754,-0.00927295788315256,0
2020-05-07,-0.0001039150771403666,-0.009184716022173656,0
2020-05-08,0.0043685236177066,-0.00914538518522752,0
2020-05-11,-0.002616357675598466,-0.009244559527218229,0
2020-05-12,-0.0013450014584405002,-0.009161067831058821,0
2020-05-13,0.005243135299705233,-0.009238944319737121,0
2020-05-14,-0.0032727836634494664,-0.00911970488499181,0
2020-05-15,0.0007085321071821066,-0.009197106100099823,0
2020-05-18,0.0018845783257814,-0.009221813025035603,0
2020-05-19,0.008601064156983,-0.009012255185958216,0
2020-05-20,0.0013521809442177666,-0.009299220872354358,0
2020-05-21,0.0024899695996737333,-0.009021035493833644,0
2020-05-22,-0.005829684204855933,-0.009317740717897227,0
2020-05-25,0.005229148613805132,-0.00942840657623829,0
2020-05-26,0.005532618198733134,-0.00936126902115557,0
2020-05-27,-0.0004317617319705333,-0.009297608987362907,0
2020-05-28,0.0014812134215024,-0.008956279990991087,0
2020-05-29,-0.0016232466153136332,-0.009238264885627796,0
2020-06-01,0.006270491621815834,-0.009092312955940885,0
2020-06-02,0.003071033182046997,-0.009238046543785643,0
2020-06-03,0.011100537383633539,-0.009195595148132283,0
2020-06-04,-5.707392290499997e-05,-0.009272604416795836,0
2020-06-05,0.0048107627295902325,-0.009133131609736615,0
2020-06-08,-0.00039793280842439425,-0.009162233674097598,0
2020-06-09,0.0019225296750172332,-0.009258681325184958,0
2020-06-10,0.0014256833475156333,-0.009211257154784422,0
2020-06-11,-0.0051516934469638745,-0.009102624006471273,0
2020-06-12,-0.006907510821079298,-0.009243924912279886,0
2020-06-15,-0.018278100885705133,-0.009003847505662056,1
2020-06-16,0.0202800768263348,-0.009609670980754877,0
2020-06-17,-0.0012013770143458747,-0.009666518945567908,0
2020-06-18,0.0005174701596035333,-0.00950667456714796,0
2020-06-22,-0.0016618864688979667,-0.00975070717202485,0
2020-06-23,0.0011429016091866666,-0.009624235304130445,0
2020-06-24,0.0061931010598170995,-0.009561774881396212,0
2020-06-25,-0.008128249842463867,-0.0097078469595292,0
2020-06-26,0.0054823955545982,-0.009587699699094674,0
2020-06-29,-0.006693348505663733,-0.009968571009730576,0
2020-06-30,0.0027259097603092664,-0.010029628810814704,0
2020-07-01,-0.0010163773361023666,-0.00987279319274066,0
2020-07-02,0.005175972240240033,-0.00967767889961595,0
2020-07-06,0.006987534160510799,-0.009738202426860836,0
2020-07-07,-0.003243692297905733,-0.009697022259151556,0
2020-07-08,-0.0006611618744074333,-0.009756414182802448,0
2020-07-09,0.0012305268126740665,-0.009760546123075255,0
2020-07-10,-0.0033538118751609666,-0.009496879508512275,0
2020-07-13,0.0056999242114047334,-0.009649424204407899,0
2020-07-14,-0.0006266346575750332,-0.009637125296878286,0
2020-07-15,0.0034530613810121002,-0.009816471457142154,0
2020-07-16,-0.0025907042938772664,-0.009688516634509864,0
2020-07-17,0.0037991078746866663,-0.009747661118185218,0
2020-07-20,-0.0001566468112173667,-0.0096296828025197,0
2020-07-21,0.004283845507953467,-0.009745681172818708,0
2020-07-22,-0.0009400882145404842,-0.009841449351420683,0
2020-07-23,-0.0008968612818325334,-0.009696166324476042,0
2020-07-24,-0.0014708984303644444,-0.009735331963025427,0
2020-07-27,0.0032012212356724266,-0.009815145151559151,0
2020-07-28,0.0062674078421446665,-0.00980618032957641,0
2020-07-29,0.0023533795504166,-0.00963944759913143,0
2020-07-30,0.0011712103465762334,-0.009792226043032008,0
2020-07-31,-0.0026003871253119995,-0.009814351222061977,0
2020-08-03,-0.0006122510230689333,-0.009698788858637859,0
2020-08-04,0.0040763150829319994,-0.009803316660091196,0
2020-08-05,0.0042370574255892,-0.00963216747982605,0
2020-08-06,0.004668967521474866,-0.009775026991138743,0
2020-08-07,0.001089627534712732,-0.009623875740787014,0
2020-08-10,0.0037617923277693667,-0.00964485412383944,0
2020-08-11,0.0044924778953949335,-0.009355724878205417,0
2020-08-12,0.0013022246414581828,-0.0096715756215776,0
2020-08-13,-0.0001828029109062333,-0.00954516983936615,0
2020-08-14,-0.004303791782922546,-0.009543432738405373,0
2020-08-18,-0.0059020271243849995,-0.009780172676376927,0
2020-08-19,0.001855427807074533,-0.009434220249804462,0
2020-08-20,-0.014213702884892366,-0.009673872032916819,1
2020-08-21,0.0039654505548417,-0.009856924311210793,0
2020-08-24,0.004381033037859733,-0.009847956865623328,0
2020-08-25,0.0040682497637457,-0.009857240403119045,0
2020-08-26,-0.00048793459294836666,-0.009682936776557816,0
2020-08-27,-0.0036042937166739,-0.009739674631597778,0
2020-08-28,-0.0005933095600444999,-0.009847034043725465,0
2020-08-31,-0.006066065255919066,-0.009730950482147418,0
2020-09-01,7.519835449663354e-05,-0.009936919592103265,0
2020-09-02,0.0035564464487115666,-0.009927551105996978,0
2020-09-03,0.0055165719200588334,-0.009888663976190381,0
2020-09-04,-0.004797494823991567,-0.009902275144085291,0
2020-09-07,0.00014642888318526682,-0.009626189309072724,0
2020-09-08,0.0038351297125011332,-0.009888558131324499,0
2020-09-09,-0.0030083450590807,-0.009760403482926686,0
2020-09-10,0.003397068616540267,-0.009705131051428456,0
2020-09-11,-0.0004713916163136712,-0.00973587861247902,0
2020-09-14,0.004998167457614333,-0.009759856177521153,0
2020-09-15,0.0030215700041624997,-0.010033636596963658,0
2020-09-16,-0.0002931596101314667,-0.009795235674994254,0
2020-09-17,-0.0055665098680195675,-0.009847405898845982,0
2020-09-18,0.0014540549775403666,-0.009951114323887952,0
2020-09-21,-0.0028157987794215555,-0.0098965605780531,0
2020-09-22,-0.0072178586065896,-0.00981690016676448,0
2020-09-23,0.0024166418309266332,-0.01010370568140148,0
2020-09-24,-0.007435599757458,-0.009950872160255187,0
2020-09-25,0.001596322065543633,-0.010038722478984782,0
2020-09-28,0.0058623395528022,-0.010222364342774216,0
2020-09-29,0.0026016225127225663,-0.009925048781709585,0
2020-10-05,0.002159236141421133,-0.010156760416237065,0
2020-10-06,-0.0007612247110901333,-0.010016143223591073,0
2020-10-07,0.003007764642851867,-0.010123133052430029,0
2020-10-08,-0.0004423554191899333,-0.009864201005374837,0
2020-10-12,0.0012688220049354452,-0.01023823054739724,0
2020-10-13,0.0006999267376373362,-0.009873402942424399,0
2020-10-14,-0.002442565439775533,-0.010271864266895062,0
2020-10-15,-0.0012007645319653333,-0.009719559589187401,0
2020-10-16,-0.002098160826263093,-0.01015763254080666,0
2020-10-19,0.0018791926655824,-0.010088466793754263,0
2020-10-20,0.0016899599346123669,-0.010049139582887005,0
2020-10-21,-0.0006848630339908334,-0.009809039686210918,0
2020-10-22,-0.0017932596919759665,-0.010205138426905395,0
2020-10-23,0.0017242758242586,-0.00995739407765949,0
2020-10-26,-0.00026383996639638054,-0.009967479011728916,0
2020-10-27,-0.0034354565727377,-0.009973253023244574,0
2020-10-28,0.0016817216004942996,-0.009872693940132264,0
2020-10-29,-0.004257138166879199,-0.01006254803208115,0
2020-10-30,-0.009724318235468266,-0.010022102927667071,0
2020-11-02,0.002835899103366367,-0.010188809188640992,0
2020-11-03,0.00665777227092503,-0.010016767540036529,0
2020-11-04,0.0032351745156819333,-0.010123070020299326,0
2020-11-05,0.008625271978138867,-0.009978147869225677,0
2020-11-06,-1.951919972809993e-05,-0.01005219704028461,0
2020-11-09,0.003727786337046366,-0.010131115653698257,0
2020-11-10,-0.0019252194953980333,-0.009958922526159665,0
2020-11-11,0.0044136054700606,-0.010150561226293452,0
2020-11-12,-0.0011562095512255334,-0.009873374071387985,0
2020-11-13,0.004034552590147545,-0.010107937917316734,0
2020-11-16,0.007075420323322667,-0.009991903370955329,0
2020-11-17,5.4816666711466666e-05,-0.010327650787595,0
2020-11-18,0.0005369114793102999,-0.010042746408156685,0
2020-11-19,0.0004334500496059667,-0.009985445688622252,0
2020-11-20,0.00021522415673593337,-0.00988623128844982,0
2020-11-23,0.0081773819773996,-0.010005549930109058,0
2020-11-24,0.0010912547505240666,-0.009928782500472766,0
2020-11-25,-0.0027109372959331665,-0.010141466419421444,0
2020-11-26,0.0027108921812607338,-0.010098295244511305,0
2020-11-27,0.0008958912432674,-0.009932765111873012,0
2020-11-30,-0.005434708217503566,-0.009810450643115615,0
2020-12-01,0.005591595242683003,-0.010102099379827909,0
2020-12-02,0.004948070594002266,-0.009983364666479642,0
2020-12-03,0.0023540449954275997,-0.009871704920892744,0
2020-12-04,0.006659190690509866,-0.009880476433983598,0
2020-12-07,0.0021348727757138667,-0.009942370454631406,0
2020-12-08,-0.004931878108826367,-0.010077306287617008,0
2020-12-09,0.0069437277824442,-0.009829995365852981,0
2020-12-10,-0.002268014417874133,-0.00989972468459271,0
2020-12-11,0.002807887205165489,-0.010013921335849222,0
2020-12-14,-0.0014938525433303334,-0.009733301090634515,0
2020-12-15,-0.00017966402647226666,-0.009835003678406694,0
2020-12-16,0.0008711999980411335,-0.010074814147974695,0
2020-12-17,-0.0019367212102779665,-0.010202845958668702,0
2020-12-18,0.00048330369201616657,-0.009952113054717986,0
2020-12-21,0.0015962328711911333,-0.010090095361051743,0
2020-12-22,-0.004899472070153699,-0.010247283836043548,0
2020-12-23,0.0051424766256966325,-0.010367387934193156,0
2020-12-24,0.005384526193434433,-0.010127956878706813,0
2020-12-28,0.0016009083476825113,-0.01004585388045223,0
2020-12-29,0.0051845848314100995,-0.010131134250267999,0
