date,actual_return,var_estimate,violation
2019-01-21,-0.00022563004635439997,-0.004984657193468547,0
2019-01-22,-0.001157515253737,-0.004907435000055832,0
2019-01-23,0.0022926671544038664,-0.0049371859772862625,0
2019-01-24,0.002980145597180167,-0.004830130472323748,0
2019-01-25,0.0054475371193242195,-0.005009181517753516,0
2019-01-28,-0.0007899241035755,-0.004856612562601476,0
2019-01-29,0.0013671633482960667,-0.0049309786440847134,0
2019-01-30,0.0034982683482536287,-0.004933520517087093,0
2019-01-31,0.0006980149112806999,-0.004967748980957005,0
2019-02-01,0.0006278562898215333,-0.004853953761420168,0
2019-02-07,8.25429463408e-05,-0.0048146010960907395,0
2019-02-08,-0.0039288874341312,-0.004966714655566294,0
2019-02-11,0.0011658907606245667,-0.004858072971369724,0
2019-02-12,0.0010896586913443664,-0.0049659733017849966,0
2019-02-13,0.0011989879608831997,-0.0049190031534871006,0
2019-02-14,0.0034494587764693336,-0.004914568966755814,0
2019-02-15,-0.003537229809405299,-0.004909998074454242,0
2019-02-18,0.0016884838397913,-0.004951042605186454,0
2019-02-19,-0.0017071701898002925,-0.004842789818815392,0
2019-02-20,0.0037709151932547166,-0.0049275050105289835,0
2019-02-21,-0.0004718095187368,-0.0048836435105352695,0
2019-02-22,0.0002686501600563666,-0.0048954408111824554,0
2019-02-25,0.0007133123401274192,-0.004923832571843176,0
2019-02-26,-0.001337145121913854,-0.004733285399936549,0
2019-02-27,0.0018114382150121668,-0.004669679824648987,0
2019-02-28,-0.005529756511170558,-0.004649117076490672,1
2019-03-04,-0.0028978506113711334,-0.004813329863980461,0
2019-03-05,-0.0024744602696157784,-0.004508189051397985,0
2019-03-06,-0.0004684284441079665,-0.004544918459013147,0
2019-03-07,-0.00018465043124959993,-0.0046616048384577075,0
2019-03-08,-0.0036409954116763325,-0.004517387995249922,0
2019-03-11,-7.188553634629998e-05,-0.004609710750385527,0
2019-03-12,0.0030497940098832333,-0.004485438236643002,0
2019-03-13,-0.0013962858086288001,-0.004657932307251333,0
2019-03-14,0.0007190166976573999,-0.004583334285842902,0
2019-03-15,0.0033686906607917665,-0.004540590515093786,0
2019-03-18,-9.677102917666718e-07,-0.004484273825197408,0
2019-03-19,0.0001557438143274,-0.004569733978896627,0
2019-03-20,0.0004225965014334731,-0.004543846690740152,0
2019-03-21,0.003646896316110167,-0.004592559007454247,0
2019-03-22,0.0010272744463155745,-0.004496374090276143,0
2019-03-25,-0.004829759945195333,-0.004540422596039575,1
2019-03-26,-0.00039089096590650443,-0.0044911697158553435,0
2019-03-27,0.0019298279731062666,-0.0045800579074157435,0
2019-03-28,-0.00015062531378983346,-0.004535760305400706,0
2019-03-29,0.0017923044019934858,-0.0045851902072005886,0
2019-04-01,0.002803385285931533,-0.004476116314852991,0
2019-04-02,0.0017082497659097332,-0.004553613940595725,0
2019-04-03,0.004172248093180834,-0.00435237383242233,0
2019-04-04,0.0005441682506489492,-0.0045545879562041884,0
2019-04-05,6.765643139203326e-05,-0.004512488644169716,0
2019-04-08,0.00025800673671203325,-0.004526714675033824,0
2019-04-09,0.00017291255102819998,-0.004431037135876935,0
2019-04-10,0.0017925031524594,-0.0042907689652397895,0
2019-04-11,-0.0005970439821965666,-0.004401179656557418,0
2019-04-12,0.0005349119556047999,-0.0043423352768036955,0
2019-04-15,-8.980857806956687e-05,-0.004333802474405526,0
2019-04-16,0.0011568567566648668,-0.004354402085344923,0
2019-04-17,-0.0008922702544544999,-0.004328125148842854,0
2019-04-18,-0.003302385114047,-0.004406225481354716,0
2019-04-19,-0.00021152156597399998,-0.00441711395345267,0
2019-04-22,-0.0011191319722697332,-0.004224542915404001,0
2019-04-23,0.0010285549893900665,-0.0043503525997957105,0
2019-04-24,-0.003288423820808667,-0.004336503010376342,0
2019-04-25,0.0010252940774106332,-0.004365950914286022,0
2019-04-26,-0.0020473740017472666,-0.004443997253344507,0
2019-04-29,0.0071367971865891324,-0.004368406427903922,0
2019-04-30,-0.0013581282093841664,-0.004411627203632938,0
2019-05-02,0.00016988462361526682,-0.004400271279391787,0
2019-05-03,-0.0035127412276116667,-0.004534287218724953,0
2019-05-07,-0.0020781442446157336,-0.0043980833467212556,0
2019-05-08,-0.0013323505102218333,-0.004502730495684942,0
2019-05-09,-0.0093409619517702,-0.004361010291767698,1
2019-05-10,0.0003879617474264999,-0.004628708067224436,0
2019-05-13,-0.004013959883823666,-0.004514994774180715,0
2019-05-14,-0.0004541267358503391,-0.004570672393947569,0
2019-05-15,0.0018663221206054999,-0.0046637830503264786,0
2019-05-16,-0.003306217766911233,-0.004603387120694469,0
2019-05-17,-0.0020323031843779665,-0.0045951325824793885,0
2019-05-20,-1.521688238333174e-07,-0.004604774799346264,0
2019-05-21,0.0023701600671277665,-0.004495535632194313,0
2019-05-22,0.0007109981331460213,-0.004511308869193282,0
2019-05-23,0.00046134226869163334,-0.004535189025011275,0
2019-05-24,-0.0017658786951025665,-0.004484166798032194,0
2019-05-27,-0.00024367871071216666,-0.004502024506300867,0
2019-05-28,0.0006524831824037095,-0.004551819913144489,0
2019-05-29,-0.0027845183151119666,-0.004496375140687516,0
2019-05-30,0.0032604492919302364,-0.004519346069052533,0
2019-05-31,0.0013137952524576667,-0.004586010861184579,0
2019-06-03,0.005361932326085033,-0.0044853517260174175,0
2019-06-04,-0.00025064953979143326,-0.0044712084724033985,0
2019-06-05,0.0016413244301802332,-0.004481449122593164,0
2019-06-07,8.207608065596665e-05,-0.004506767580739665,0
2019-06-10,0.004191343595712599,-0.004531569374233061,0
2019-06-11,0.0011003665308353,-0.004528871737101408,0
2019-06-12,0.0015348121738296334,-0.004517280142897944,0
2019-06-13,-0.0028022021325779995,-0.004492706124701561,0
2019-06-14,0.0002921855572095,-0.004461532274126701,0
2019-06-17,-0.0003883973179099333,-0.0044358915149959825,0
2019-06-18,0.0017365355396846,-0.004481642051989014,0
2019-06-19,0.004665666374848379,-0.004441860570220559,0
2019-06-20,0.003116037135742833,-0.0044556638374243125,0
2019-06-21,-0.0014161196027663333,-0.004500682955696242,0
2019-06-24,0.0006859755626160926,-0.004461854687720381,0
2019-06-25,-0.0015218312318008667,-0.004552557929227483,0
2019-06-26,-0.0005687468408301332,-0.0045622741786121935,0
2019-06-27,0.004114926049087214,-0.004461219122263789,0
2019-06-28,-0.00010979521277753335,-0.004379110709885551,0
2019-07-01,-0.0001347749283744,-0.004309516403113518,0
2019-07-02,-0.001544577191986633,-0.0042892703998038476,0
2019-07-03,-0.0025920494583981995,-0.004350758686737109,0
2019-07-04,0.0034066540825062664,-0.0044448804793517024,0
2019-07-05,-0.00042796638795879714,-0.00428629623590495,0
2019-07-08,-0.007277505990920141,-0.0043452387473132854,1
2019-07-09,-0.0006287964938564999,-0.004419030144616637,0
2019-07-10,0.0006733938189867,-0.004412640722165677,0
2019-07-11,0.004467319663215833,-0.0044786671641332395,0
2019-07-12,-7.638517344516668e-05,-0.004398470476072444,0
2019-07-15,-0.0003827783237476892,-0.004370617189732608,0
2019-07-16,0.0016178245021066,-0.004465048815756685,0
2019-07-17,-0.0019598431068890663,-0.004398255199773429,0
2019-07-18,0.0017949176416441664,-0.004495755911811872,0
2019-07-19,0.005481985617010967,-0.004379493103692513,0
2019-07-22,-0.0004877287730816,-0.004483208253395693,0
2019-07-23,0.0016714801479505862,-0.004404719384815238,0
2019-07-24,-0.003005347030228367,-0.004394618991062531,0
2019-07-25,0.00035326515235290006,-0.0043193230009514645,0
2019-07-26,-0.00040397000979083397,-0.00438264726944693,0
2019-07-29,-0.004066669006891241,-0.0044836826406787446,0
2019-07-30,0.0010874379810226998,-0.004430261997043758,0
2019-07-31,-0.0030004936483091,-0.004423985897403221,0
2019-08-01,-0.0006991929544022,-0.004419109326098962,0
2019-08-02,-0.0021633719068775005,-0.004520307983798537,0
2019-08-05,-0.0037831736340874335,-0.0045828884736159705,0
2019-08-06,-0.0042655768766567004,-0.004511216363218099,0
2019-08-07,-0.002056925835269067,-0.00450347299177821,0
2019-08-08,0.0010761440254952665,-0.004544976361489956,0
2019-08-09,0.0013919466031064997,-0.004554934021486834,0
2019-08-12,0.0007938129000319667,-0.004489890218103108,0
2019-08-13,-0.0018572184133644667,-0.0045596438859936165,0
2019-08-14,0.0025836966044375477,-0.004486284211991326,0
2019-08-16,0.0007959492392564998,-0.0045192259201022,0
2019-08-19,0.002019534931219094,-0.004599664567044853,0
2019-08-20,0.0027353435437059335,-0.0044562579914155945,0
2019-08-21,-0.0016198839890760332,-0.004546654177427176,0
2019-08-22,-0.0020650603280915002,-0.004589372841710076,0
2019-08-23,-0.0014461106314000666,-0.00443828178440366,0
2019-08-26,-0.0020614527212907668,-0.004625726274756772,0
2019-08-27,-0.00021999323332349993,-0.004469052889588058,0
2019-08-28,0.002348670144301566,-0.004473673378434116,0
2019-08-29,-0.0014176011786972333,-0.004493636224985915,0
2019-08-30,0.0046350870035074335,-0.004527809750433747,0
2019-09-02,-0.0018078446368357,-0.00451493108554034,0
2019-09-03,-0.0008884545058772999,-0.004471351899837547,0
2019-09-04,0.004417893139968766,-0.004529944758569301,0
2019-09-05,0.0020789603202013333,-0.004474092181065629,0
2019-09-06,0.0014419861741294666,-0.004407911288124094,0
2019-09-09,0.0034551625532072664,-0.004520549861288924,0
2019-09-10,0.0008016238438202001,-0.0045251600512292624,0
2019-09-11,0.0022049041975807666,-0.004460009063371355,0
2019-09-16,-0.0032084308180833666,-0.0045435221582974614,0
2019-09-17,0.00046971999999253334,-0.00449448228306593,0
2019-09-18,0.0028170840547400333,-0.004532230192956112,0
2019-09-19,0.0027808279860136306,-0.004519319720556527,0
2019-09-20,0.0013785532684369667,-0.004447653524014703,0
2019-09-23,0.0005933340827117683,-0.004513101722984686,0
2019-09-24,0.00200063262379344,-0.004435423599638483,0
2019-09-25,-0.003747941712854767,-0.004500412676354346,0
2019-09-26,0.0006108785648555522,-0.004501479804616938,0
2019-09-27,-0.0037703493460434665,-0.00438886744527572,0
2019-09-30,0.0025040585614285664,-0.004456681308781443,0
2019-10-01,-0.0005894784342957333,-0.004512103053240093,0
2019-10-02,-0.006827611429769567,-0.004459478076620017,1
2019-10-04,0.0030226615286057666,-0.004534918964149688,0
2019-10-07,0.00033513881418969306,-0.004664360183439814,0
2019-10-08,0.0030389439315649997,-0.004572701971452505,0
2019-10-10,-0.0029422143092795662,-0.00450322132537704,0
2019-10-11,0.0010846014014789331,-0.004615201091042413,0
2019-10-14,0.003420649498659617,-0.00448947553865094,0
2019-10-15,0.0004347112027006755,-0.004650699805621342,0
2019-10-16,0.0005716310869976666,-0.004424891090154719,0
2019-10-17,-0.002863519272295233,-0.0044367210691043804,0
2019-10-18,-0.0036406810049544667,-0.004388247352829208,0
2019-10-21,-0.0003474709191374331,-0.004455933863546984,0
2019-10-22,0.004202131165343333,-0.004556907662803253,0
2019-10-23,-0.0018698614281039527,-0.004293493649396084,0
2019-10-24,0.0013557661379179665,-0.0043329337411618955,0
2019-10-25,-0.0005878574457979666,-0.004361646108096437,0
2019-10-28,-0.002330380106776933,-0.004265638911545071,0
2019-10-29,-0.0012036739699558333,-0.004344086850886829,0
2019-10-30,-0.001808228753328233,-0.0042240177400745225,0
2019-10-31,0.0024232923906049334,-0.004333264591650653,0
2019-11-01,0.0025211875016764333,-0.004177374375630617,0
2019-11-04,0.0015965438402658998,-0.004121828037054001,0
2019-11-05,0.002211256457205633,-0.004123377727597633,0
2019-11-06,0.00011187532694385141,-0.00416742937124433,0
2019-11-07,0.00012662357765663335,-0.004091771749807821,0
2019-11-08,-0.0007630666414432667,-0.0040961313968072505,0
