Date,KOSPI200,KTB3Y,KTB10Y
2018-01-03,0.004242913666499508,0.0002310050795562742,-0.0018554833415091708
2018-01-04,-0.007894483117217303,0.00032355623547168476,0.0
2018-01-05,0.01347419920980477,0.00023087702337356455,-0.0011236540259964031
2018-01-08,0.00674383301167981,-0.0006470677347851004,-0.0012546243728555188
2018-01-09,-0.004040978532345168,9.263447593978217e-05,-0.0016898948527904894
2018-01-10,-0.0064694760717104735,-0.002035242567126681,-0.006744546395394305
2018-01-11,-0.005145440970103926,0.0010179256059197558,0.0032255472304580863
2018-01-12,0.0018190008867936046,0.00013890629034329522,-0.0009578918764916898
2018-01-15,0.00226923027549359,-0.0023153458732943426,-0.0028791148799761934
2018-01-16,0.00782675284912703,0.0012972198988642368,0.00030573729719938537
2018-01-17,-0.0024014624496553954,4.631648499390681e-05,0.0011349346186136833
2018-01-18,0.0007508119822313498,0.0012957353611295528,0.0013513234784040754
2018-01-19,0.000750595604435604,9.207992731931977e-05,-0.0010460262640289385
2018-01-22,-0.01025666253907319,-0.0009250246269198466,-0.0010472783237852946
2018-01-23,0.013402832585356537,0.0006013846714938079,-0.00013088896511845159
2018-01-24,0.0016442360603418902,-0.0008327105138514149,0.0019192938006385944
2018-01-25,0.0077359328846809345,0.0006014383799217512,-0.0015265215878747288
2018-01-26,0.003993166178639796,-0.001017925605919715,0.0006544865259882384
2018-01-29,0.006766791944589019,-0.000926909099220385,-0.006432293159024037
2018-01-30,-0.012539837444351432,-0.0008342684532791751,-0.003077573551208084
2018-01-31,0.0007418813839243509,0.0006490401807209556,-0.0001761341963719322
2018-02-01,0.0002966122276389169,0.0002783000139145768,0.0009683543925156909
2018-02-02,-0.019467535960280224,-0.0005563351502243449,-4.39167830742105e-05
2018-02-06,-0.024957144670811424,0.0009268253535341045,0.0
2018-02-07,-0.025596275461825954,0.0003706948972986492,0.004346532961984245
2018-02-08,0.008394812245931608,-0.00013899448369859496,-0.0013150418262015875
2018-02-09,-0.026855933629384314,0.00032386311104893017,-0.002679579174583692
2018-02-12,0.011117682536331136,-0.00018486862735047407,-0.0024220578134738413
2018-02-13,0.007661613844508698,0.0001848686273504785,0.0019380679330622647
2018-02-14,0.012954416582985616,0.0012495093907026514,0.002417452718804791
2018-02-19,0.00516627363461652,-0.0008789349135745502,-0.003606227816287405
2018-02-20,-0.011622687570604476,-0.00018514190556220424,0.0011007661296754212
2018-02-21,0.005200013626186107,0.0001388382843372736,0.0008798202578638889
2018-02-22,-0.006622691885924107,0.0003239095223978991,-0.0009677579588395021
2018-02-23,0.015540604861059721,0.00046278986776551896,8.793770097575152e-05
2018-02-26,0.0017121194078065982,0.00018462924464443132,0.0020224857509366016
2018-02-27,-0.003115055887053543,0.0011557399755225556,0.0019744162605437685
2018-02-28,-0.011451897727280828,-0.0005548000321044629,0.0010515454832300862
2018-03-06,-0.007443315237144401,-0.0009244690391457192,0.00017512392931667663
2018-03-07,0.0012709911893258904,0.0004454015691368624,0.0007003462733981844
2018-03-08,0.010109245279210642,0.0005099451571804434,0.000524898762929957
2018-03-09,0.011407156806692825,0.00027802683342697274,4.3644093414796194e-05
2018-03-12,0.008817421205105057,-0.0002317120902802046,-0.0014877202220181193
2018-03-13,0.004609804242832996,0.00023171209028034485,-0.0011392609109810536
2018-03-14,-0.0007666846280386378,0.0002317436649198224,0.0031515031778537304
2018-03-15,0.0035222317403270148,0.0009262676339938837,0.0011355998483428395
2018-03-16,-0.0018361874789632946,-0.00041667165994772805,-4.3650065503620354e-05
2018-03-19,-0.007224635633360864,4.6267556596764924e-05,-0.0008734801044045369
2018-03-20,0.004770892534508655,9.235829675034692e-05,-0.00021846967843472173
2018-03-21,0.00015368629746537204,0.00023153985178587906,0.0007863459634777758
2018-03-22,0.0038303999361922474,0.0001851592246863563,0.0010911702446632053
2018-03-23,-0.033906776908685564,0.0021729292198434495,0.004613031349704988
2018-03-26,0.008663532476030663,-0.0005080371681035136,-0.0016076835884447278
2018-03-27,0.004225795848817741,-0.0005082954010651962,-0.0001741147168967987
2018-03-28,-0.012414852941057935,0.0012934045110434347,0.003950478797853564
2018-03-29,0.00818905709224027,-0.0005539656719499345,-0.0007369000712725748
2018-03-30,0.002506255358723691,0.00023092006108229763,0.0015596784597028096
2018-04-02,-0.0023494846209587135,0.00023069682652016168,-0.0012995111846088399
2018-04-03,-0.0020406656531319458,0.0005540497392653086,-0.0003034442580660033
2018-04-04,-0.01551888325327092,0.0005536580707846561,0.0007801770542446896
2018-04-05,0.013788868402330406,0.0006914297770110591,0.0010823848688920488
2018-04-06,-0.004891487991047766,0.0001843570895186681,0.0012544232754466346
2018-04-09,0.0069357561040804235,-0.0002304940792392312,-0.00043230171451830033
2018-04-10,0.0009420225634992365,9.20174365633634e-05,-0.0002162986053369234
2018-04-11,-0.0031437992923384617,-4.5880446842905215e-05,0.0017718659547706782
2018-04-12,-0.00015716941340860027,0.00036842586545835887,0.001251291230113022
2018-04-13,0.0065913661566482885,0.00023048331367665114,-0.0008628159303150257
2018-04-16,0.0007816695853129558,0.0001382305952104163,-0.001900726441060639
2018-04-17,-0.0014075467951247895,-0.0010598040681066077,-0.0006056656477589933
2018-04-18,0.01105120008233548,0.0003226642937611843,-0.0012555168527111536
2018-04-19,0.005557616758688132,-0.0005994378053673906,-0.0008668171917658631
2018-04-20,-0.006641486341130717,0.0,-0.00017343806918781372
2018-04-23,-0.000620127722314813,-0.0007841549328871758,-0.00356243812422049
2018-04-24,-0.00559801820080195,0.0006458243167236252,-0.0001305626192013312
2018-04-25,-0.006413704817865671,-0.0010152361860617143,-0.002920662400664589
2018-04-26,0.012476783195642336,0.0006924186131714277,-4.365197091502021e-05
2018-04-27,0.00907805048215381,0.001198814599312669,0.004095291147718957
2018-04-30,0.0065229243498761994,-0.00041491281362031107,0.00013041504900454697
2018-05-02,-0.007146281951590282,-0.000507255254281978,-0.0032221926403735546
2018-05-03,-0.0034358221249221445,-0.0003687658432193339,-4.345349765907762e-05
2018-05-04,-0.008010773640196627,-0.0006924824233267206,-0.0011346086146113766
2018-05-08,-0.0045839511428241,-0.0011550055842000481,-0.0017920005146970111
2018-05-09,-0.003332546950039077,0.0007853381285805554,0.00017494011211722095
2018-05-10,0.006812200082708636,0.000969767337380667,0.001311233064539672
2018-05-11,0.0061382409548515,-9.247599908368353e-05,-0.0006554016157665873
2018-05-14,-0.0020420400600181777,-0.0006922705667017372,-0.0010494112038144225
2018-05-15,-0.009161289372319179,4.597366899283264e-05,-0.0012258638498559662
2018-05-16,0.0031685773451518794,9.236584409430747e-05,0.000788126792580883
2018-05-17,-0.0036447925810087533,0.0007387895942637262,0.0012686902021669195
2018-05-18,0.0031701563679128776,0.0008300410124691873,-0.00039348612609618283
2018-05-21,0.0015811733934984454,0.0006453940715130467,0.0017477216947461383
2018-05-23,0.006771150809216998,-0.0003688667674723716,0.0014834120910129302
2018-05-24,-0.0031435317124939802,0.0021641942916636684,0.0030031512112209304
2018-05-25,0.0015730369001191668,-0.00013829375155181189,0.0008688506758713532
2018-05-28,0.004234881099749104,-0.0005520960209878895,-0.0008688506758714187
2018-05-29,-0.009277549976029666,0.00023006999708019067,0.0019973615225862664
2018-05-30,-0.021557494605435504,0.0006441176078393981,0.001560208799188208
2018-05-31,0.0040271617276239425,0.00023003817220670683,-0.00030324599407271705
2018-06-01,0.006090759572225125,-9.195815766489742e-05,-0.0003465905819926419
2018-06-04,0.0052593600542471895,-0.0007821976223811789,-0.0015612238015485082
2018-06-05,0.0022231001680696407,-0.00023006999708024937,-0.001042353629029643
2018-06-07,0.008685300809472414,-0.00024977520150088026,-0.0010866976144862817
2018-06-08,-0.00979605219968647,0.0012951216601485545,-0.00034814901129191105
2018-06-11,0.008694768051711424,-0.0004163147724692405,0.0013479542609492394
2018-06-12,-0.0012600870806405188,0.000647328536071639,0.0005647434166475187
2018-06-14,-0.018451059987587136,-0.0006934553695526932,0.0012153541556366796
2018-06-15,-0.004989116873253835,0.0009243312179792275,0.0025124253075866723
2018-06-18,-0.01201152638947505,0.0007390362021582549,0.002376814381610592
2018-06-19,-0.012983802624288264,0.001245817862105006,0.001854283091441429
2018-06-20,0.00708806597446958,-0.0004152971907773445,0.0013776658124315705
2018-06-21,-0.008577978444410307,0.0003692178389182618,0.0007311498965985205
2018-06-22,0.007591817498626859,0.0005529808329803081,0.0003439264964909267
2018-06-25,-0.0004929955493010345,9.235866189739545e-05,-0.00021489196784504249
2018-06-26,-0.0011524449805653005,-0.0005070234240388571,8.588516649232246e-05
2018-06-27,-0.003629542863265053,0.0008756983076512676,0.0025756708153468833
2018-06-28,-0.008965657250647352,0.0004145547027117947,0.002398004061246374
2018-06-29,0.002165568517765506,-9.220206518925987e-05,-0.0007272878694113948
2018-07-02,-0.0225522043854024,0.0002761593940123691,0.002436623116394728
2018-07-03,0.0013607477900507198,9.209235479455783e-05,-0.0023510323785202406
2018-07-04,-0.0028940386990928923,0.0005981831649742642,0.000812823611351216
2018-07-05,-0.0023892827418740487,0.0005980780114909982,0.0017090430092809885
2018-07-06,0.007151563401219004,0.0,-0.0013243648608719134
2018-07-09,0.007437030862939854,-0.00041394467216479704,-0.0010263422582002103
2018-07-10,0.0013467041328182226,9.192768833098631e-05,0.000598827658052252
2018-07-11,-0.0057346531868068,0.0017461147799464917,0.002135977471187048
2018-07-12,0.003040043742460573,-0.000550898346376675,0.00038395053552857405
2018-07-13,0.009900341760076403,-0.0006895127391465989,-0.0014086166094786536
2018-07-16,-0.0030102023124279546,-9.196535394774876e-05,0.0009393237092896163
2018-07-17,-0.0011729965621954735,0.0007814780930944514,-0.0003841307976952604
2018-07-18,-0.0023501289745007717,-4.599196621217893e-05,0.0009387260230829394
2018-07-19,-0.002692642128916855,0.00027566789633526323,-0.00021319287189520115
2018-07-20,0.0048751642239284335,0.00027559192448886805,0.0010232787604968574
2018-07-23,-0.008082122294323087,0.0,-0.00017047376137922904
2018-07-24,0.0030385037817344577,-0.0008729263877374921,-0.0033303673157908014
2018-07-25,-0.0018557190698524687,0.00036765853312550927,0.0011968362538910514
2018-07-26,0.006731779053518787,0.0008723536324967315,0.0
2018-07-27,0.0030144338997597376,-0.0008723536324967217,-0.0007265400334482452
2018-07-30,-0.002349028348292107,-0.0009651816988257937,0.0
2018-07-31,0.0013429121081719258,0.0005975231657002777,0.0015804374753806694
2018-08-01,0.003516606920635805,-9.201987501206174e-05,-0.0029063848009318874
2018-08-02,-0.018048956508050808,0.0005975575497221538,0.0007273501038737882
2018-08-03,0.007799297886111691,-9.188929053604664e-05,0.0008978382336171473
2018-08-06,-0.0015207526750262317,0.0006887539117638439,-0.00025649777558022136
2018-08-07,0.006742882278846411,-4.587416498900526e-05,0.0019217869236062802
2018-08-08,0.00016800998931110658,0.0005508549814938282,-0.0003840926845850024
2018-08-09,-0.0005040382387153491,0.0009627213575642743,0.002642687103981491
2018-08-10,-0.010984737763226124,-0.00018315621501791254,0.002041217345307324
2018-08-13,-0.013342393127276019,0.0006874804515835766,0.0005520514883031123
2018-08-14,0.004467325519187564,-0.0002291076401653476,-0.0013170102663153905
2018-08-16,-0.009820042846810598,0.0001373702522099925,0.00280194193564084
2018-08-17,0.0003460705324073468,0.001190673731126799,0.003427999632313573
2018-08-20,0.0008649672915437942,0.0010521303552702812,0.0012667963707193707
2018-08-21,0.010835167231443779,0.0005940549181136887,0.0037904115286795845
2018-08-22,0.0035858152858140287,0.0007308339384243566,0.0
2018-08-23,0.004082193090113847,-0.00027403148240782825,-0.0015986673929183355
2018-08-24,0.0038966608357604653,0.00018252886267407725,0.0007155172028631867
2018-08-27,0.005059905132621859,0.00013695834260859542,0.0021434849383116265
2018-08-28,0.0006727746946602925,-0.00018267100659981856,0.0009231265459354692
2018-08-29,0.0028542535781659727,-4.546402726482624e-05,0.00016774967391020636
2018-08-30,0.0005025423925335471,0.00031970867174984415,-0.0005452893585643729
2018-08-31,0.0040134742704710435,0.001231668999354603,0.0028074605237162205
2018-09-03,-0.005858409088403591,0.0005927075952452794,0.001713935389330902
2018-09-04,0.004355233756337819,9.10648078512352e-05,0.0007099453776698839
2018-09-05,-0.012953289643017665,0.0003187448998517279,0.0009178863883238522
2018-09-06,-0.0015249262223900975,0.00022863667335963769,0.0042031099072413645
2018-09-07,-0.00561191880471021,-9.1598428054979e-05,-0.002244999049059038
2018-09-10,0.0022144841210159053,9.159842805498368e-05,0.000582556871884342
2018-09-11,-0.003238048815437152,-0.00022846994875624,-0.000416024057418797
2018-09-12,-0.0010248465976918403,0.0007309868138721472,-0.0003746444228190486
2018-09-13,0.0013659960339608363,-0.0004568458064078039,0.0009155166204091777
2018-09-14,0.015745787381640414,-0.0010975992548601563,-0.0034163898468438647
2018-09-17,-0.007926527096387947,-0.0002286269866399764,-0.0020053166078767086
2018-09-18,0.004392682597629566,-0.0005950089047067689,-0.002344516993105034
2018-09-19,0.0008425213019652903,-0.00036663094304781,-0.0003774369517195209
2018-09-20,0.009388073709921202,-0.001145689852182142,-0.003275943465768591
2018-09-21,0.003996689644362619,0.0,-0.00021035316031592922
2018-09-27,0.0076160090532228445,0.0009169576441363968,0.0036121498615068783
2018-09-28,-0.006287220335621765,0.00036629720344243306,0.0013826647599334105
2018-10-01,-0.00016600206117715172,-0.00036629720344232014,-0.001340742288726344
2018-10-02,-0.01219212218031851,0.0003206113529561618,-0.001300565261489273
2018-10-04,-0.015580490996589239,-0.0014208941836178898,-0.0034061639667138897
2018-10-05,-0.0015371683788959391,-0.0005048197254951735,-0.0013066293920274755
2018-10-08,-0.004969832135434693,-0.00027518971566742496,-0.0007595797892512304
2018-10-10,-0.006549461755565788,0.0004587747998363134,0.0029082419948727586
2018-10-11,-0.04220613878298402,0.00215422821912787,0.003612984656662534
2018-10-12,0.009693164023318686,-0.0015121965533449776,-0.00155276960558104
2018-10-15,-0.005553197106429493,0.0007336161111387834,0.0007137748287024227
2018-10-16,-0.0026979730943083886,0.00032045900429048153,0.0017613023779071376
