method,violations,violation_rate,expected_rate,kupiec_LR,kupiec_pval,christoffersen_LR,christoffersen_pval,conditional_cov_LR,conditional_cov_pval
MC,14,0.22580645161290322,0.050000000000000044,22.568898451509995,2.027402830395708e-06,6.754997520397499,0.009348547651871097,29.323895971907493,4.289403440216333e-07
QMC-Sobol,14,0.22580645161290322,0.050000000000000044,22.568898451509995,2.027402830395708e-06,6.754997520397499,0.009348547651871097,29.323895971907493,4.289403440216333e-07
QMC-Halton,14,0.22580645161290322,0.050000000000000044,22.568898451509995,2.027402830395708e-06,6.754997520397499,0.009348547651871097,29.323895971907493,4.289403440216333e-07
