date,actual_return,var_mc,var_qmc_sobol,var_qmc_halton
2019-03-14,0.0007190166976573999,-0.004527638538725875,-0.004562117059772097,-0.004534817108644835
2019-03-15,0.0033686906607917665,-0.004530711597054708,-0.004561272670185838,-0.004529216450152311
2019-03-18,-9.677102917666718e-07,-0.0045913384660881545,-0.004534690309548756,-0.004543613653384761
2019-03-19,0.0001557438143274,-0.004532639048372172,-0.004547102108655922,-0.004565769715845409
2019-03-20,0.0004225965014334731,-0.004634384445477549,-0.004517999753540995,-0.004502710227282121
2019-03-21,0.003646896316110167,-0.004535488874289461,-0.004511933606043435,-0.004484827010375696
2019-03-22,0.0010272744463155745,-0.004481974751101784,-0.004507497337329958,-0.0044969078324490035
2019-03-25,-0.004829759945195333,-0.0044705978767707695,-0.004480212870252745,-0.004496625613966725
2019-03-26,-0.00039089096590650443,-0.004552323053826601,-0.004547486140312226,-0.004529355415691473
2019-03-27,0.0019298279731062666,-0.004579214511025964,-0.004530589086439111,-0.0045409528497259615
2019-03-28,-0.00015062531378983346,-0.004681632132597297,-0.004556796096034037,-0.00454746919019556
2019-03-29,0.0017923044019934858,-0.004487654095621234,-0.004549142877418184,-0.004527423776845566
2019-04-01,0.002803385285931533,-0.004568729215249371,-0.0045705456105938225,-0.004550986264951919
2019-04-02,0.0017082497659097332,-0.00451981061472394,-0.00454798955899321,-0.004539838854501147
2019-04-03,0.004172248093180834,-0.004516073442990442,-0.00449338491354063,-0.004506838946973508
2019-04-04,0.0005441682506489492,-0.004595613597292198,-0.004528871131125596,-0.004527955068570579
2019-04-05,6.765643139203326e-05,-0.0046727939897822455,-0.004504907648730503,-0.004518718689111585
2019-04-08,0.00025800673671203325,-0.0044852800041017896,-0.004532575133401419,-0.0045412082843632375
2019-04-09,0.00017291255102819998,-0.004319237076999637,-0.004383950656129447,-0.004362491823154653
2019-04-10,0.0017925031524594,-0.0043488023837030985,-0.004390982546988962,-0.004403712993378048
2019-04-11,-0.0005970439821965666,-0.004336130127505445,-0.004383978496528463,-0.004384200634836645
2019-04-12,0.0005349119556047999,-0.004310772847737734,-0.004377235499441668,-0.004379002854082232
2019-04-15,-8.980857806956687e-05,-0.0042602676703358796,-0.0043796126962491275,-0.00437718255132986
2019-04-16,0.0011568567566648668,-0.004363303173224828,-0.004377856387712107,-0.0043684332654477485
2019-04-17,-0.0008922702544544999,-0.004460974275179247,-0.0043522335581418275,-0.004379336784364732
2019-04-18,-0.003302385114047,-0.004341558683444537,-0.0043693929776022575,-0.0043733095847110345
2019-04-19,-0.00021152156597399998,-0.004325963900433825,-0.0043507498951944135,-0.004355295794954831
2019-04-22,-0.0011191319722697332,-0.004373349684464321,-0.004355326044642518,-0.004347951174606182
2019-04-23,0.0010285549893900665,-0.004359303053072646,-0.0043626118992472354,-0.004328964371904156
2019-04-24,-0.003288423820808667,-0.004336238317981198,-0.004329856685760363,-0.004355730068926025
2019-04-25,0.0010252940774106332,-0.004369290598515775,-0.004382536423339628,-0.0043616911311598104
2019-04-26,-0.0020473740017472666,-0.004479411760072822,-0.004360379076329436,-0.004359166004619754
2019-04-29,0.0071367971865891324,-0.00430097487185953,-0.0043771202197294716,-0.004381824701256677
2019-04-30,-0.0013581282093841664,-0.004353003738496704,-0.004421098378771872,-0.004409757843452784
2019-05-02,0.00016988462361526682,-0.004448271357820172,-0.004420865611587921,-0.00443075131190554
2019-05-03,-0.0035127412276116667,-0.004416096149871394,-0.004417044979731176,-0.004393713954311753
2019-05-07,-0.0020781442446157336,-0.00441803548132191,-0.004427616652283072,-0.004449267334470672
2019-05-08,-0.0013323505102218333,-0.004420602643835007,-0.004467451690091136,-0.004458519339979086
2019-05-09,-0.0093409619517702,-0.004444767554461313,-0.004454410313115601,-0.0044421989952349306
2019-05-10,0.0003879617474264999,-0.004697964155805251,-0.004608743428643078,-0.004568169170533586
2019-05-13,-0.004013959883823666,-0.004677620164108848,-0.004567465994007006,-0.004556545017803262
2019-05-14,-0.0004541267358503391,-0.004540147413484049,-0.004561857571359705,-0.004572924281756841
2019-05-15,0.0018663221206054999,-0.004553959202184386,-0.004582433357571101,-0.004564453680471772
2019-05-16,-0.003306217766911233,-0.004545666539848169,-0.004553080039195231,-0.004560090512925713
2019-05-17,-0.0020323031843779665,-0.004568803746357162,-0.004610362044663602,-0.004605940374926294
2019-05-20,-1.521688238333174e-07,-0.004592164338528325,-0.004565260645578583,-0.00456676413264696
2019-05-21,0.0023701600671277665,-0.004557244058179085,-0.0045422612853401444,-0.004570167318982995
2019-05-22,0.0007109981331460213,-0.004531652188130326,-0.004526853643410323,-0.004518363155606271
2019-05-23,0.00046134226869163334,-0.004601493930778358,-0.004521057744801646,-0.004522227043217906
2019-05-24,-0.0017658786951025665,-0.004469941395353965,-0.004497292339401761,-0.004517023960457027
2019-05-27,-0.00024367871071216666,-0.00448744069389036,-0.004516637069374726,-0.004524404216630483
2019-05-28,0.0006524831824037095,-0.004581210908744361,-0.0045541152866633424,-0.004516255279856746
2019-05-29,-0.0027845183151119666,-0.004418241649663844,-0.004494730214176485,-0.004524361070199163
2019-05-30,0.0032604492919302364,-0.004459698591698207,-0.00453051508364612,-0.004507007463404026
2019-05-31,0.0013137952524576667,-0.004586162803112923,-0.004537552580687278,-0.004506245739207148
2019-06-03,0.005361932326085033,-0.00447008618752884,-0.004497145616796122,-0.004524570164522656
2019-06-04,-0.00025064953979143326,-0.004581867371143892,-0.004542108286688957,-0.004538912471383402
2019-06-05,0.0016413244301802332,-0.004629882554327697,-0.004516420978983112,-0.0045304313097759
2019-06-07,8.207608065596665e-05,-0.0045659086577487604,-0.00456836238551213,-0.004548130534509728
2019-06-10,0.004191343595712599,-0.004485071040645186,-0.004540954558576069,-0.004528381589804262
2019-06-11,0.0011003665308353,-0.0045975235220191155,-0.004523806765220837,-0.0045394666122410745
2019-06-12,0.0015348121738296334,-0.004577175414458714,-0.004517098392104082,-0.004531106481188652
2019-06-13,-0.0028022021325779995,-0.0045016412317350285,-0.004510314878348869,-0.0045162663044373
2019-06-14,0.0002921855572095,-0.004382896865886619,-0.004441269137355307,-0.00447801934424798
2019-06-17,-0.0003883973179099333,-0.004425447459573276,-0.004444966539185994,-0.004488785621050133
2019-06-18,0.0017365355396846,-0.004517886478821765,-0.004470497736946231,-0.004479569480839878
2019-06-19,0.004665666374848379,-0.0044909205176502974,-0.004473222121908999,-0.004442133364049695
2019-06-20,0.003116037135742833,-0.004529023315983603,-0.004467245242792902,-0.004476022277394353
2019-06-21,-0.0014161196027663333,-0.004542800502030242,-0.004478564012509727,-0.004471421083459879
2019-06-24,0.0006859755626160926,-0.00441980260923838,-0.004467894798209796,-0.004485116511788811
2019-06-25,-0.0015218312318008667,-0.004441380242218281,-0.004470239972158247,-0.004474998083261758
2019-06-26,-0.0005687468408301332,-0.004423172767454935,-0.004514412359006934,-0.004452739990739657
2019-06-27,0.004114926049087214,-0.004350979652255518,-0.004440282928659954,-0.004432575055033021
2019-06-28,-0.00010979521277753335,-0.004415714871642254,-0.0044153532923272495,-0.004408840003067019
2019-07-01,-0.0001347749283744,-0.004353299890223245,-0.004364515688796173,-0.0043915131382880526
2019-07-02,-0.001544577191986633,-0.0043541799190018665,-0.004369124438878513,-0.004352467377248218
2019-07-03,-0.0025920494583981995,-0.004424574284800237,-0.004362641494751785,-0.004371509387889111
2019-07-04,0.0034066540825062664,-0.004355152470593876,-0.004378181097008749,-0.004374459313748695
2019-07-05,-0.00042796638795879714,-0.004368835979761195,-0.004368573866312839,-0.004401174673612278
2019-07-08,-0.007277505990920141,-0.004284241734558428,-0.004370975733568847,-0.0043667987561283594
2019-07-09,-0.0006287964938564999,-0.004514229676922032,-0.00445766888376013,-0.0044880768523746254
2019-07-10,0.0006733938189867,-0.004465489723522707,-0.004487660507317519,-0.004467396034596783
2019-07-11,0.004467319663215833,-0.004511781297650769,-0.0044694434355881585,-0.0044476323433250186
2019-07-12,-7.638517344516668e-05,-0.004457351658862474,-0.004467123070727155,-0.004455265639311348
2019-07-15,-0.0003827783237476892,-0.004440476007914167,-0.004374022708705362,-0.004372803212579202
2019-07-16,0.0016178245021066,-0.004383568534427804,-0.004386002133860434,-0.004374202801683969
2019-07-17,-0.0019598431068890663,-0.004277385227282286,-0.004378168283987261,-0.004376976030024694
2019-07-18,0.0017949176416441664,-0.0044234917844910735,-0.004371782003849933,-0.004381352786815807
2019-07-19,0.005481985617010967,-0.004379339592723643,-0.004391643245693953,-0.004392577447882637
2019-07-22,-0.0004877287730816,-0.0043337867491990735,-0.004411131984105342,-0.004431836855587756
2019-07-23,0.0016714801479505862,-0.004346448050622366,-0.004420563062284672,-0.004387492234606569
2019-07-24,-0.003005347030228367,-0.004312097463515596,-0.004400230312886701,-0.004393750257175844
2019-07-25,0.00035326515235290006,-0.004431138057265802,-0.004444511081074048,-0.004416109829380021
2019-07-26,-0.00040397000979083397,-0.0044142349039134965,-0.004423337096968559,-0.004437630403041079
2019-07-29,-0.004066669006891241,-0.004455445852654131,-0.004450101187271857,-0.004421730078207144
2019-07-30,0.0010874379810226998,-0.004465107965686974,-0.004462195054452363,-0.004450214758051022
2019-07-31,-0.0030004936483091,-0.00445353847194554,-0.004445282138698462,-0.004460137481022137
2019-08-01,-0.0006991929544022,-0.004556513373369397,-0.004483239331354508,-0.0044570526724002375
2019-08-02,-0.0021633719068775005,-0.004551463371396943,-0.00448982123790172,-0.004496064909395777
2019-08-05,-0.0037831736340874335,-0.0044460639692712745,-0.004486184838742668,-0.004462151351523969
2019-08-06,-0.0042655768766567004,-0.004562416757561799,-0.004518148547003751,-0.004485418864251907
2019-08-07,-0.002056925835269067,-0.004584090801537457,-0.004523875342227733,-0.004545456923893686
2019-08-08,0.0010761440254952665,-0.00457339782549731,-0.004561106771971107,-0.004572297556365049
2019-08-09,0.0013919466031064997,-0.004612987261208434,-0.004579961327235904,-0.004546744028403171
2019-08-12,0.0007938129000319667,-0.004615034819246861,-0.004565954226073947,-0.004564951995571504
2019-08-13,-0.0018572184133644667,-0.0045670682665426045,-0.004550415205178959,-0.004540227067100056
2019-08-14,0.0025836966044375477,-0.004539782265923545,-0.0045702703053574845,-0.004602013752503838
2019-08-16,0.0007959492392564998,-0.004495396920591571,-0.004527843508966333,-0.004514859512779295
2019-08-19,0.002019534931219094,-0.004574949821718242,-0.0044950400627267045,-0.004512815871383119
2019-08-20,0.0027353435437059335,-0.004445570375274786,-0.004515457151229826,-0.004496749958235923
2019-08-21,-0.0016198839890760332,-0.004415538144222262,-0.004503555359056217,-0.004488342746341512
2019-08-22,-0.0020650603280915002,-0.004522427346163641,-0.004518039736316342,-0.004507501199288635
2019-08-23,-0.0014461106314000666,-0.004555268032503925,-0.0045236986614807465,-0.004530910568724334
2019-08-26,-0.0020614527212907668,-0.004506214504436954,-0.0045267864696874605,-0.004519796619085555
2019-08-27,-0.00021999323332349993,-0.00444991289376154,-0.0045003634997475474,-0.0044984956637233635
2019-08-28,0.002348670144301566,-0.004506666982203125,-0.004481447873034551,-0.004514666593610999
2019-08-29,-0.0014176011786972333,-0.004505587208851356,-0.004484687967726157,-0.0044436872855370515
2019-08-30,0.0046350870035074335,-0.004644024618959995,-0.004494704818457862,-0.004468194911410541
2019-09-02,-0.0018078446368357,-0.0044891041239002545,-0.00450956974613237,-0.004501054891845577
2019-09-03,-0.0008884545058772999,-0.004467799969335265,-0.004519269141788264,-0.004491435941065359
2019-09-04,0.004417893139968766,-0.004486868028620437,-0.004509690741645235,-0.004518306735695032
2019-09-05,0.0020789603202013333,-0.004530683299426686,-0.004506291911824587,-0.004518010356879245
2019-09-06,0.0014419861741294666,-0.004578276339909941,-0.00451458344967848,-0.004495021027844245
2019-09-09,0.0034551625532072664,-0.004531106961273326,-0.004527799439080196,-0.004512110117401624
2019-09-10,0.0008016238438202001,-0.004514148357953978,-0.004509836951517142,-0.004526157786662619
2019-09-11,0.0022049041975807666,-0.004577438485791097,-0.004502913159928759,-0.004529415865535967
2019-09-16,-0.0032084308180833666,-0.0045234348935372795,-0.0045169361377182665,-0.00447943260460167
2019-09-17,0.00046971999999253334,-0.0044545416829278855,-0.004517183546767061,-0.004534418265174463
2019-09-18,0.0028170840547400333,-0.0046454395637127,-0.004555900951357906,-0.004513831456677117
2019-09-19,0.0027808279860136306,-0.004537709224575028,-0.004543603490665284,-0.0045383825305876395
2019-09-20,0.0013785532684369667,-0.00449759170273966,-0.004485181602610797,-0.004499479419825522
2019-09-23,0.0005933340827117683,-0.0045325330235465415,-0.004493219879489879,-0.004490509656495042
2019-09-24,0.00200063262379344,-0.004450754550638403,-0.00449270609210439,-0.004469163825362369
2019-09-25,-0.003747941712854767,-0.004493412185292183,-0.00447719973945811,-0.0044638894670350265
2019-09-26,0.0006108785648555522,-0.004459409294743393,-0.004503832774323847,-0.004519512921674614
2019-09-27,-0.0037703493460434665,-0.004495022939925209,-0.004501554970255962,-0.004507564329311731
2019-09-30,0.0025040585614285664,-0.004580972457991909,-0.004555604524350426,-0.004531575491169847
2019-10-01,-0.0005894784342957333,-0.004590221516282985,-0.004532458002879032,-0.004539452299329559
2019-10-02,-0.006827611429769567,-0.004624859459351825,-0.004488410074719572,-0.004506655554705068
2019-10-04,0.0030226615286057666,-0.004486890061527484,-0.004603426273847141,-0.004591135203585963
2019-10-07,0.00033513881418969306,-0.004493556143950734,-0.004570400201851419,-0.004561426988103115
2019-10-08,0.0030389439315649997,-0.004555514056730321,-0.00458783762885638,-0.004584483623147133
2019-10-10,-0.0029422143092795662,-0.004702266699999468,-0.004592593540546855,-0.004580245825460176
2019-10-11,0.0010846014014789331,-0.0046375856927027784,-0.004603357317568816,-0.0046236001220178865
2019-10-14,0.003420649498659617,-0.00463478115929482,-0.0046274871825285535,-0.00458638537515967
2019-10-15,0.0004347112027006755,-0.00469152867435013,-0.00459373427406655,-0.004604550186282104
2019-10-16,0.0005716310869976666,-0.004596786557941062,-0.004550390480661295,-0.00456008670409992
2019-10-17,-0.002863519272295233,-0.004483504150148563,-0.004462944666106726,-0.00445959675214664
2019-10-18,-0.0036406810049544667,-0.004494556352200787,-0.004485999738420633,-0.004463233364007955
2019-10-21,-0.0003474709191374331,-0.004359047267945135,-0.004490168504436099,-0.0045041374335307105
2019-10-22,0.004202131165343333,-0.004460100577873555,-0.004492100156770995,-0.004498722226266226
2019-10-23,-0.0018698614281039527,-0.004358435887450346,-0.004238553014998696,-0.004264848817472866
2019-10-24,0.0013557661379179665,-0.0042155696958313576,-0.004279894290194815,-0.004278148395077649
2019-10-25,-0.0005878574457979666,-0.004293113782649682,-0.004282090234574934,-0.004271293571405949
2019-10-28,-0.002330380106776933,-0.004232383035433407,-0.004284779782005064,-0.004257766647158486
2019-10-29,-0.0012036739699558333,-0.004252279430427014,-0.004297075632948731,-0.004312547965947228
2019-10-30,-0.001808228753328233,-0.004222364332392838,-0.004294168920224398,-0.004301665617978345
2019-10-31,0.0024232923906049334,-0.00438170112899588,-0.0042853589615600846,-0.004299744253725984
2019-11-01,0.0025211875016764333,-0.00426854280023522,-0.0042821806762344435,-0.004275755838798749
2019-11-04,0.0015965438402658998,-0.0042369616605913655,-0.004190006752863877,-0.004196330554355612
2019-11-05,0.002211256457205633,-0.004242879337437292,-0.004196288132212779,-0.0041762638210443076
2019-11-06,0.00011187532694385141,-0.004130052531020014,-0.00415076396391015,-0.004161757041920251
2019-11-07,0.00012662357765663335,-0.004181892376204515,-0.004092783413370767,-0.004120892812177055
2019-11-08,-0.0007630666414432667,-0.00412222884896863,-0.004107326297006234,-0.0040899202838392355
2019-11-11,-0.0015376188409452999,-0.0041527437007476955,-0.004100686920599478,-0.004130375460379843
2019-11-12,0.001256355269131233,-0.004010115803955103,-0.004105463941670568,-0.004103719016925452
2019-11-13,-0.0015712118608467332,-0.004071533361613521,-0.004090982541943577,-0.004088778144697231
2019-11-14,0.0034087595957319663,-0.0039617089610792635,-0.004022701015763158,-0.004027544864533652
2019-11-15,0.004661664838066,-0.003996908166709966,-0.003969359238927256,-0.003966953923512254
2019-11-18,-0.0004498683937585479,-0.003964783113570491,-0.003981822642886263,-0.003971140701005775
2019-11-19,0.0001628446645294998,-0.004001792083460821,-0.00396570784034879,-0.003983944730190117
2019-11-20,-0.0027359481365888992,-0.00408152166681029,-0.003982225430382739,-0.003949916500821259
2019-11-21,-0.0042273680012505,-0.003963026498544448,-0.003998064342513102,-0.00400733781408302
2019-11-22,0.0011458760552529171,-0.004078650081712454,-0.00404348026066403,-0.00404375871001715
2019-11-25,0.002279231755707567,-0.003995038988861922,-0.004038394647885013,-0.004002626771439936
2019-11-26,0.0006597528903762666,-0.0040269901193208295,-0.004026533023367528,-0.004003260428267603
2019-11-27,0.0017398381098572332,-0.004046118942291371,-0.004005196126046137,-0.004006117398314391
2019-11-28,-0.0008108458912647002,-0.004046473688269453,-0.003984184249101739,-0.004031482250436008
2019-11-29,-0.004529225025543534,-0.003960278347304272,-0.003991052291334837,-0.004015634604889754
2019-12-02,-0.0006310650831457666,-0.0040121470556445165,-0.0040164160729547725,-0.004009579470933997
2019-12-03,-0.0033641923727531996,-0.004009989915038387,-0.004006485780835461,-0.004037709037227424
2019-12-04,-1.9357807979899964e-05,-0.004108848073425991,-0.004040610196663344,-0.0040520663342676275
2019-12-05,-0.0005157677220768159,-0.004046770240637363,-0.004048867926325726,-0.004033908428546433
2019-12-06,0.0030150897410303333,-0.0039874630856933675,-0.004028321912147753,-0.004030346922222837
2019-12-09,0.002042264252357433,-0.004035725559753355,-0.004056595273952456,-0.004020989981501743
2019-12-10,0.0026078443020555665,-0.0040296751920651,-0.0040366390615523525,-0.004030272058219575
2019-12-11,0.001243619919116606,-0.003994281844042304,-0.004063563680115424,-0.004046238811551116
2019-12-12,0.006068331740160077,-0.0039793924580920435,-0.004009324256002074,-0.004013192016897216
2019-12-13,0.004284903741260333,-0.004103090453099859,-0.004010091847093438,-0.004046261648592402
2019-12-16,0.0008799420073208333,-0.004133517385815409,-0.0040036333161012315,-0.0040197702061287015
2019-12-17,0.0050407053243297,-0.003966301604602006,-0.004009196680613735,-0.004006475509194543
2019-12-18,9.209656278276618e-05,-0.004010470016942053,-0.003998258512289966,-0.003997969329732943
2019-12-19,-0.0010161061700047667,-0.003986054263418233,-0.003992622000034972,-0.004003597988033258
2019-12-20,-2.5472376115499947e-05,-0.004000537920389374,-0.003963270245782565,-0.0039746574733229055
2019-12-23,0.0007563459370303333,-0.0039617211180824246,-0.003964943054691846,-0.003943858720631177
2019-12-24,-0.001504649533938,-0.003871456439647965,-0.003979951609007769,-0.003962213919147153
2019-12-26,0.0011475564836748763,-0.00400286099788885,-0.003971267714053406,-0.003984062408888822
2019-12-27,0.004185813085245867,-0.003910571368823372,-0.00390655304705299,-0.003919359165141777
2019-12-30,-0.0011108134496296666,-0.003992911611265261,-0.003938251887836455,-0.003926884178681234
2020-01-02,-0.0025525886851418,-0.003994252443167405,-0.00392675573704357,-0.003940759319689103
2020-01-03,0.0025844194540980666,-0.004030670653980778,-0.003937429166514548,-0.003925306488517607
2020-01-06,-0.0015795384507787669,-0.0039578241824781025,-0.003930687900419752,-0.003921573683283418
2020-01-07,0.0007793796320341002,-0.004016196322773504,-0.00393642923807231,-0.003911422093204423
2020-01-08,-0.003164617187301067,-0.003910119570991679,-0.003924703230815547,-0.003930163841727385
2020-01-09,0.0035814198393167335,-0.0038492995519994206,-0.003924734621184,-0.0038954040490990403
2020-01-10,0.0014032135393974333,-0.003950427287691321,-0.003916087241732972,-0.0038805115037030104
2020-01-13,0.003289628694631433,-0.003815851852593047,-0.0039024018890274335,-0.0038983430963555644
2020-01-14,0.0026301004612790664,-0.0038395386972983883,-0.0038623076866883873,-0.003867718295214488
2020-01-15,-0.0013885236069391,-0.00387100460369869,-0.003839848505516995,-0.0038264086771251098
2020-01-16,0.0030281735142573332,-0.0038037061983198523,-0.003853035284233699,-0.003852575073994097
2020-01-17,-0.0001885957513291333,-0.0038146764661968996,-0.0038305033143312735,-0.0038326870140805154
2020-01-20,0.001987873741698033,-0.00380602038767368,-0.0038453243927353865,-0.0038553545249796176
2020-01-21,-0.0012337550104234997,-0.003864019301267039,-0.0038271077289881647,-0.003832234270911465
2020-01-22,0.0034293854799401,-0.0038669135300417436,-0.003854003288791188,-0.0038679170011131302
2020-01-23,-0.003970316813255533,-0.0038422783192190025,-0.003863624291972898,-0.003821865926474573
2020-01-28,-0.006032741188833999,-0.003740865435960193,-0.0038366974972665513,-0.0038321470105489247
2020-01-29,0.001243095518013623,-0.0038390883669225293,-0.003924641617671961,-0.003923549436302644
2020-01-30,-0.004797208542546633,-0.003904182983339095,-0.003913922420442701,-0.003916362129923781
2020-01-31,-0.0037379893520117667,-0.003942909664108598,-0.003973663783712502,-0.003944041666487316
2020-02-03,0.0009547777392104999,-0.0040424424093546555,-0.0039999869670523875,-0.004004822299010886
2020-02-04,0.0032328455253934,-0.0039386314439396495,-0.003974094420580678,-0.003975268642323462
2020-02-05,0.0018991304799685672,-0.003921818033039572,-0.003976174070174375,-0.004006854921030217
2020-02-06,0.009214370411131665,-0.00403715323208888,-0.0039844464758493,-0.0039880020005347875
2020-02-07,-0.001542121488574,-0.004015087725781377,-0.0040561152722150265,-0.004053038806550421
2020-02-10,-0.0018902417470387403,-0.004072486843977494,-0.004049288368672649,-0.0040431512125519336
2020-02-11,0.003159996410695529,-0.004127180935402728,-0.004085540234421077,-0.0040880699267677924
2020-02-12,0.002526781275886452,-0.004040550758622403,-0.004083644450380227,-0.004086129825762804
2020-02-13,-0.00036733693210563335,-0.0040701550073410945,-0.004064391282109932,-0.004090633947058541
2020-02-14,0.0005313738273494999,-0.00398634506690365,-0.004078292474901711,-0.00407650402329553
2020-02-17,0.00034137944537300003,-0.004090762805189052,-0.004082376705545676,-0.004093846872254337
2020-02-18,-0.0032704303076434337,-0.004079714360733748,-0.004050638734013986,-0.004017759322345453
2020-02-19,0.0008317801660477332,-0.004071152564553606,-0.004070670676168217,-0.004053183381353573
2020-02-20,9.617869274606669e-05,-0.003970603359526795,-0.004064206088497715,-0.004063779313133245
2020-02-21,-0.0027027229440265994,-0.004027811517432327,-0.004047062435373475,-0.004071624668668422
2020-02-24,-0.011409784625477667,-0.0041250797296107705,-0.004103173067094943,-0.0040896440426222876
2020-02-25,0.003569593929998467,-0.004255470192724999,-0.004284505191167433,-0.0042577726056860846
2020-02-26,-0.004315811669519733,-0.004228618110822448,-0.004240615435268728,-0.004273697855870312
2020-02-27,-0.004831690541672833,-0.004303439181747141,-0.004285368827454744,-0.0042922737465590066
2020-02-28,-0.007751190169660498,-0.004378471299302295,-0.004348893591617859,-0.00435475015618392
2020-03-02,0.002277713415589333,-0.004351868177099489,-0.004465447095381272,-0.004459016413559403
2020-03-03,0.0021047987637321662,-0.004531573557138239,-0.004449977575360078,-0.004461428544011641
2020-03-04,0.009749397786014033,-0.004435441417863415,-0.00446109699358292,-0.004435003656860132
2020-03-05,0.0023061698336586333,-0.004496132521648603,-0.004507736691063893,-0.004478579435954239
2020-03-06,-0.008542770928813533,-0.004582412775527646,-0.004487667160613697,-0.004544270541911254
2020-03-09,-0.010837187275448067,-0.004468443737046207,-0.0045663158905251055,-0.004594329238856301
2020-03-10,0.0008742742441641333,-0.004656212974013635,-0.00472188304922462,-0.004718560836758863
2020-03-11,-0.011307807327402499,-0.004635415767921464,-0.004680020360557524,-0.004729758274748551
2020-03-12,-0.012650123853844366,-0.0049478393145810555,-0.004885339661958574,-0.0049075257224268495
2020-03-13,-0.014640471812019567,-0.005053176348231448,-0.005092982400701108,-0.005138486228017143
2020-03-16,-0.010371831959068033,-0.005358556405202052,-0.0053645834383846585,-0.005378951353285469
2020-03-17,-0.005186933977445867,-0.005438854954757708,-0.005534890752976058,-0.005550839757912876
2020-03-18,-0.020604519959317363,-0.005554484330588753,-0.00557818926187155,-0.005548327622508615
2020-03-19,-0.03234846764214497,-0.006018561991763082,-0.006038540266880627,-0.005981672216738526
2020-03-20,0.02749210045378103,-0.007296689160054607,-0.007062797006601251,-0.00700976823762695
2020-03-23,-0.024347381965809232,-0.007498106369767758,-0.007538552849199918,-0.0075541056328275085
2020-03-24,0.0302524106347516,-0.00819559840677385,-0.007998673335297636,-0.008034564383853216
2020-03-25,0.01969691707742725,-0.00839111560957313,-0.008547515881372085,-0.008547894438652198
2020-03-26,-0.0009183601825469335,-0.008735170918789899,-0.008718488773001286,-0.008706155207301136
