method,violations,violation_rate,expected_rate,kupiec_LR,kupiec_pval,christoffersen_LR,christoffersen_pval,conditional_cov_LR,conditional_cov_pval
MC,65,0.05394190871369295,0.050000000000000044,0.3847475392801698,0.5350733214967816,15.054891138838512,0.00010442928762743886,15.439638678118682,0.0004439407994210054
QMC-Sobol,65,0.05394190871369295,0.050000000000000044,0.3847475392801698,0.5350733214967816,15.054891138838512,0.00010442928762743886,15.439638678118682,0.0004439407994210054
QMC-Halton,65,0.05394190871369295,0.050000000000000044,0.3847475392801698,0.5350733214967816,15.054891138838512,0.00010442928762743886,15.439638678118682,0.0004439407994210054
