method,violations,violation_rate,expected_rate,kupiec_LR,kupiec_pval,christoffersen_LR,christoffersen_pval,conditional_cov_LR,conditional_cov_pval
MC,72,0.05006954102920723,0.050000000000000044,0.00014633791067808488,0.9903482093277223,14.264094479453538,0.00015886663644937293,14.264240817364216,0.0007990233339498776
QMC-Sobol,72,0.05006954102920723,0.050000000000000044,0.00014633791067808488,0.9903482093277223,14.264094479453538,0.00015886663644937293,14.264240817364216,0.0007990233339498776
QMC-Halton,72,0.05006954102920723,0.050000000000000044,0.00014633791067808488,0.9903482093277223,14.264094479453538,0.00015886663644937293,14.264240817364216,0.0007990233339498776
